id,name,startsOn,endsOn,venue,theme,categories,description
10614392,Political Refresh ,2024-10-18T17:00:00-04:00,2024-10-18T18:30:00-04:00,Leslie eLab,Social,"['Advocacy, Activism & Social Justice']","<p>Join us this Friday at 5pm for our Political Refresh event ! We'll be diving into vital social and economic issues facing the continent, including in Sudan and Congo. We'd love to see you there !&nbsp;</p>"
10554352,Career Over Cookies,2024-10-18T16:00:00-04:00,2024-10-18T19:00:00-04:00,"NYU Tandon Campus, Room 233 (Co-Laboratory)",Social,"['Professional & Career Development', 'Community']","<p>Career Over Cookies is a casual networking event designed to stimulate meaningful career discussions in a relaxed environment. Attendees will gather over cookies and other refreshments to share insights, experiences, and advice related to career development while enjoying a laid-back atmosphere.&nbsp;Representatives from the NYU Wasserman Center for Career Development and the Office of Global Services will also be present at the event to provide students with insights on career planning, including resume building and navigating career paths both before and after graduation.</p>"
10620404,Enchanted Fall Movie Night,2024-10-18T16:00:00-04:00,2024-10-18T19:00:00-04:00,"Heights Alumni Lounge, 1st Floor",Social,['Community'],"<p>Get ready for a magical evening as we host a cozy, fall-themed movie party on October 18th! 🎃 Join us from 4-7 PM in the Silver Room for a special Harry Potter movie nigh. It&rsquo;s the perfect chance to unwind and get into the Halloween spirit with friends.</p>
<p>&nbsp;</p>
<p>We&rsquo;ll have all your favorite treats&mdash;delicious candy, popcorn and drinks! Plus, don't miss out on the cookie decorating station to channel your creative side.</p>
<p>&nbsp;</p>
<p>Come for the movies, stay for the snacks, and enjoy a magical fall evening with fellow juniors! We can't wait to see you there! ✨</p>"
10597619,Art With Aftab,2024-10-18T17:00:00-04:00,2024-10-18T19:00:00-04:00,Kimmel 910,Arts,"['Creative (Design, Aesthetic)', 'Culture & Languages', 'Community', 'Find Your People']",<p>Unleash your inner artist with PSA at an evening for painting and sketching.&nbsp;</p>
10576152,SCRC Teach-In and Organizing Meeting,2024-10-18T17:00:00-04:00,2024-10-18T19:00:00-04:00,20 Cooper Square Room 471,ThoughtfulLearning,"['Advocacy, Activism & Social Justice']","<p class=""p1"">Join the Student Liberation Action Movement (SLAM, officially Students Creating Radical Change), for a teach-in on political prisoners to ground ourselves in orienting our work on campus. Following the teach-in will be a discussion on abolitionist organizing.&nbsp;</p>"
10594472,Movie and Cards Night!,2024-10-18T17:00:00-04:00,2024-10-18T19:00:00-04:00,Kimmel Room 908,Social,"['Social Mixer', 'Sports & Games', 'General Meeting', 'Community']","<p><span style=""font-weight: 400;"">THE MOVIE</span></p>
<p><span style=""font-weight: 400;"">We will have a screening of the 50 minute documentary film </span><em><span style=""font-weight: 400;"">Double Dummy</span></em><span style=""font-weight: 400;"">, a bridge film that focuses on a U.S. junior team at the World Youth Team Championships in 2012. It&rsquo;s IMdB summary reads:&nbsp;</span></p>
<p><span style=""font-weight: 400;"">&ldquo;To say that you played a hand double dummy is the highest compliment that you can pay a bridge player. It means to play the hand as if you know where all the cards are. This film is a celebration of the card game bridge. Through the lens of the 2012 World Youth Team Championships, the filmmakers show that bridge is not just a game for old people. It is a vibrant game played and loved by people of all ages and a great pastime.&rdquo;</span></p>
<p><span style=""font-weight: 400;"">It received a 7.9 rating overall on IMbD, and honors the wonderful game many of us have been working on through an interesting youth perspective. With it&rsquo;s under an hour runtime, and its explanations designed to be understandable for those not familiar with bridge, it makes a nice addition to a Saturday night and one&rsquo;s overall bridge knowledge.</span></p>
<p><span style=""font-weight: 400;"">THE FOOD</span></p>
<p><span style=""font-weight: 400;"">We hope to never disappoint with our food selection, and for our movie screening, we went the extra mile to provide a full Movie Night snack experience. With popcorn popped throughout the night so it&rsquo;s fresh whenever you arrive and an array of seasonings to choose from served in authentic theater-style popcorn holders, to tons of candy (with a great assortment of both chocolate and non-chocolate sweets), along with soda and water!&nbsp;</span></p>
<p><span style=""font-weight: 400;"">THE GAMES</span></p>
<p><span style=""font-weight: 400;"">After (and during if you wish) the movie screening, there will be ample time to play some of our favorite card games, including bridge of course and finding friends. Grab a nametag, and join a table! No experience required, and if you&rsquo;d like to try something new we would love to teach you! There will also be bridge documents available if you&rsquo;d like to learn or review some concepts or get more context for the documentary&rsquo;s subject game.</span></p>"
10606678,Behind The Song: Breaking down A&R and Music Publishing,2024-10-18T17:30:00-04:00,2024-10-18T19:00:00-04:00, Kimmel Center for University Life,Arts,"['Media (film, tv, music, animation, etc.)']",<p>Join us for an intimate conversation all about A&amp;R specifically in the music publishing space!&nbsp;</p>
10628910,TGC Weekly Locals,2024-10-18T18:00:00-04:00,2024-10-18T19:00:00-04:00,"6 Metrotech, Room 205",Social,"['Social Mixer', 'Sports & Games']","<p>This is TGC Weekly Locals! We are at 6 Metrotech Room 205 in Brooklyn unless otherwise announced on discord. We have a bunch of setups including Switches and Steam decks, but you are always welcome to bring your own! Come by if you just wanna talk, meet people with gaming interests, or just chill and have a good time!</p>"
10485551,Kesher Shabbat,2024-10-18T18:00:00-04:00,2024-10-18T19:00:00-04:00,The Bronfman Center for Jewish Student Life,Spirituality,['Religion & Spirituality'],"<p>Join Kesher: Reform Jews at NYU on Friday evenings&nbsp;for Shabbat with NYU Hillel! We combine traditional melodies, musical instruments, and a mix of English and Hebrew to provide an accessible, egalitarian service for all! And be sure to stay after services for a free community dinner!</p>"
10540240,New Member Meetings,2024-10-18T18:00:00-04:00,2024-10-18T19:00:00-04:00,6MTC 201,Social,[],"<p>Older members meet with new members on a weekly basis to get familiar with each other, learn more about the fraternity, and do various bonding activities.&nbsp;</p>"
10596719,BIS at The Brooklyn Bridge ,2024-10-18T17:00:00-04:00,2024-10-18T19:30:00-04:00,Brooklyn Bridge ,Social,[],"<p>Black in STEM is heading to the iconic Brooklyn Bridge for a fun and relaxing outing! We&rsquo;ll enjoy a scenic walk, grab some delicious boba tea and ice cream, and spend time together as a club. It&rsquo;s going to be a great time filled with good vibes, laughter, and community bonding.</p>"
10537779,Quiz Bowl Practice,2024-10-18T17:30:00-04:00,2024-10-18T19:30:00-04:00,Kimmel 904,Social,['Academic'],<p>Quiz Bowl is a fast-paced friendly competition where players answer academic trivia questions from a variety of fields. More information can be found at&nbsp;https://naqt.com/rules</p>
10499264,NYU YDSA General Club Meeting,2024-10-18T18:00:00-04:00,2024-10-18T19:30:00-04:00,KIMMEL CENTER FOR UNIVERSITY LIFE - KIMMEL CTR 903,CommunityService,"['Advocacy, Activism & Social Justice']",<p>&nbsp;YDSA General Club Meeting</p>
10554783,Weekly TGC Locals!,2024-10-18T18:30:00-04:00,2024-10-18T19:30:00-04:00,Room 205 at 6 metro tech,Social,"['Social Mixer', 'Sports & Games']","<ul class=""MuiList-root MuiList-padding css-1ontqvh"">
<li class=""MuiListItem-root MuiListItem-gutters MuiListItem-padding css-1yo8bqd"">
<div class=""MuiListItemText-root MuiListItemText-multiline css-1xar93x"">
<div class=""MuiTypography-root MuiTypography-body2 MuiListItemText-secondary css-1g1yogv"">
<div>
<p>This is TGC Weekly Locals! We are at 6 Metrotech Room 205 in Brooklyn unless otherwise announced on discord. We have a bunch of setups including Switches and Steam decks, but you are always welcome to bring your own! Come by if you just wanna talk, meet people with gaming interests, or just chill and have a good time!</p>
</div>
</div>
</div>
</li>
<li class=""MuiListItem-root MuiListItem-gutters MuiListItem-padding css-1yo8bqd"">
<div class=""MuiListItemText-root MuiListItemText-multiline css-1xar93x"">&nbsp;</div>
</li>
</ul>"
10585627,HKSA Dimsum Picnic,2024-10-18T16:00:00-04:00,2024-10-18T20:00:00-04:00,	GLOBAL CENTER FOR ACADEMIC & SPIRITUAL LIFE - GLOBAL CTR CLASSROOM 275,Cultural,['Culture & Languages'],<p>Join HKSA in a dimsum picnic taking place on (10/18) Friday afternoon!</p>
10505402,Bible Study (Zoe Christian Club),2024-10-18T18:00:00-04:00,2024-10-18T20:00:00-04:00,GCASL 369,Spirituality,['Religion & Spirituality'],<p>Weekly Bible Study for the Zoe Christian Club</p>
10611674,NYU Ballroom and Latin Dance Team Game Night ,2024-10-18T18:00:00-04:00,2024-10-18T20:00:00-04:00,Global Center for Academic and Spiritual Life room 288,Social,[],<p>Game night for NYU Ballroom and Latin team</p>
10608245,JCA General Meeting #3,2024-10-18T18:30:00-04:00,2024-10-18T20:00:00-04:00,GCASL 265,Cultural,[],"<p>Join the Japanese Cultural Association for our bi-weekly General Member meetings. JCA is an All-University, All-Inclusive club focused on promoting Japanese culture and language. No prior experience in Japanese language or culture is required.&nbsp;<br /><br /></p>
<p>This week, come to learn common Japanese games and bond with other members!</p>"
10603062,"Eat, Meditate & Dance",2024-10-18T18:30:00-04:00,2024-10-18T20:00:00-04:00,Kimmel Center,Social,"['Health & Wellness', 'Mentorship & Advising', 'Creative (Design, Aesthetic)', 'Culture & Languages', 'Fraternity & Sorority', 'Find Your People']","<p>Join us for an uplifting evening of relaxation, reflection, and joyful connection!</p>
<p>We&rsquo;ll kick off with icebreakers and meditation to center your mind, followed by a 20-minute insightful discussion on ""How to handle college stress?"" We&rsquo;ll wrap up the meet with a lively dancing kirtan that will energize and inspire you. We&rsquo;ll end the evening with a delicious dinner of vegan and vegetarian tacos, perfect for nourishing both body and soul.</p>
<p>Whether new to meditation or a seasoned practitioner, we welcome everyone! Come as you are and experience a night of inner peace, community, and celebration!</p>
<p>We welcome interested students to join our club e-board. For more details, check with the club president during the club meeting.</p>"
10620388,Tien Len Tournament,2024-10-18T18:30:00-04:00,2024-10-18T20:00:00-04:00,GLOBAL CENTER FOR ACADEMIC & SPIRITUAL LIFE ,Cultural,[],<p>Compete in Vietnamese card games and win prizes</p>
10617235,Bible Study and Fellowship,2024-10-18T19:00:00-04:00,2024-10-18T20:00:00-04:00,GCASL Rm 491,Spirituality,[],"<div>
<div class=""DescriptionText"">
<p>Come meet some new people over dinner and stick around for Bible study, small group sharing, and more. Compass Koinonia Christian Fellowship meets every Friday to explore how we can apply God's Word to our daily lives. Follow us on IG @cknyu for the latest info!</p>
</div>
</div>
<div>&nbsp;</div>"
10522836,Vocal Performance Share Day,2024-10-18T19:00:00-04:00,2024-10-18T20:15:00-04:00,John A. Paulson Centre,Arts,[],"<p><span style=""font-weight: 400;"">In lieu of program meeting, we&rsquo;ll be hosting Share Days throughout the semester! This is a great way to get to know others in Vocal Performance, while getting the opportunity to showcase your talents.&nbsp;</span></p>
<p><span style=""font-weight: 400;"">In an informal, 'show and tell' style setting, vocal performance students and others will have the opportunity to showcase their work in performance and singing in a supportive, social environment. Come along to hear your peer perform live, stay for the great discussion, free food and opportunities to get to know one another across undergraduate and graduate cohorts.</span></p>
<p><span style=""font-weight: 400;"">&nbsp;</span></p>"
10522835,Vocal Performance Share Day,2024-10-18T19:00:00-04:00,2024-10-18T20:15:00-04:00,John A. Paulson Centre,Arts,[],"<p><span style=""font-weight: 400;"">In lieu of program meeting, we&rsquo;ll be hosting Share Days throughout the semester! This is a great way to get to know others in Vocal Performance, while getting the opportunity to showcase your talents.&nbsp;</span></p>
<p><span style=""font-weight: 400;"">In an informal, 'show and tell' style setting, vocal performance students and others will have the opportunity to showcase their work in performance and singing in a supportive, social environment. Come along to hear your peer perform live, stay for the great discussion, free food and opportunities to get to know one another across undergraduate and graduate cohorts.</span></p>
<p><span style=""font-weight: 400;"">&nbsp;</span></p>"
10614212,One More Weekend Premiere + Open Discussion,2024-10-18T18:00:00-04:00,2024-10-18T21:00:00-04:00,Tisch Room 109,Arts,"['Multicultural & Diversity', 'Media (film, tv, music, animation, etc.)']","<p>Join us October 18th for an exclusive premiere screening of a micro-budget feature film made entirely by Tisch students over the course of an entire semester!</p>
<p>After a chance encounter in a quiet NYC park, two women embark on a life-changing weekend of romance, regret, and the uncertainty of young love.</p>
<p>After the screening there will be an open discussion with the filmmakers on micro-budget filmmaking and working with a mostly Asian-identifying cast and crew!</p>
<p>RSVP here -&gt; https://forms.gle/WKsRGrLMUwVNChG19 , the screening will happen on October 18 at 6PM in Tisch room 109.</p>"
10561084,Fireside,2024-10-18T20:00:00-04:00,2024-10-18T21:30:00-04:00,Kimmel - room 383,Social,[],<p>A required event by the National KKG organization. It is a tradition done the night before initiation for new members.</p>
10583538,PLAY Weekly Meeting,2024-10-18T20:00:00-04:00,2024-10-18T22:00:00-04:00,Kimmel GC 279,Social,[],"<p>*&nbsp;<strong>OPEN PLAY:&nbsp;</strong><em>How we normally run things! Our full selection of games will be available for you to choose from and play. Feel free to bring your own games as well.</em></p>
<p><em>*&nbsp;<strong>FOOD AND SNACKS:&nbsp;</strong>We will be purchasing snacks for you to enjoy during our meeting!</em></p>"
10496130,TBOS Daily Meal Delivery Fall ‘24,2024-10-18T21:00:00-04:00,2024-10-18T22:00:00-04:00,"Lipton, Downstein, and Third North Dining Halls",CommunityService,[],"<p>Come and join TBOS to deliver leftover food from our dining halls to nearby community fridges/pantries! We deliver food from Third North, Downstein, and Lipton at 9PM, Monday - Friday. We also deliver from the Paulson Center on Fridays at 6PM!!</p>
<p>Fill out the delivery availability form if you'd like to be a recurring volunteer throughout the semester:&nbsp;https://forms.gle/KfzDoC42yYYxJCX86</p>
<p>You can also reach out to tbosatnyu@gmail.com or jordan.chong@nyu.edu if you'd like to volunteer last minute or have any questions! Thank you for your interest and help!</p>
<p>&nbsp;</p>"
10518491,Overwatch 2 10-Mans,2024-10-18T20:00:00-04:00,2024-10-18T23:45:00-04:00,Online,Social,"['Sports & Games', 'Tournament & Competition', 'Community', 'Find Your People']",<p>Join us for Overwatch 2 Custom Games hosted by NYU The Gaming Collective! All ranks are welcome to play in casual Overwatch 2 5v5 Custom Matches through the NYU Overwatch Discord every Friday at 8pm. Make new friends and go for the win!</p>
10605589,Tip-to-Tip!,2024-10-19T08:00:00-04:00,2024-10-19T11:00:00-04:00,Pless Hall Lobby,Athletics,"['Advocacy, Activism & Social Justice']","<p><span data-sheets-root=""1"">Get ready for ""Tip to Tip,"" an exhilarating walk from our Washington Square Campus to Tandon, across the Brooklyn Bridge, on October 19th from 8am to 11am, to support NYU&rsquo;s 1831 Fund! Donate just $5 to join this fun and impactful adventure. Water and cool USG merch will be available. We will also grab coffee on our way! Don&rsquo;t miss out&mdash;let&rsquo;s make every step count for a great cause!🕺💃🏾</span></p>"
10473657,Rocky Horror Picture Show with Keshet!,2024-10-19T09:15:00-04:00,2024-10-19T12:00:00-04:00,Village East by Angelika,Arts,"['LGBTQ+', 'Religion & Spirituality', 'Gender & Sexuality', 'Media (film, tv, music, animation, etc.)']","<p>Join Keshet at the Village East by Angelika on Saturday, October 19 at 9:15pm to watch the Rocky Horror Picture Show! RSVP REQUIRED. Please see form in our Instagram bio, @keshetnyu !!!</p>"
10597281,Masterclass with Germaine Goodson,2024-10-19T12:00:00-04:00,2024-10-19T13:30:00-04:00,Ripley-Grier Studios,Arts,"['Creative (Design, Aesthetic)', 'Performance, Music, Dance']","<p>Join us on Saturday,&nbsp; October 19th from 12:00 - 1:30p for a masterclass taught by dancer, teacher, and choreographer Germaine Goodson! This class with be at Ripley-Grier Studios (520 8th Avenue) in studio 16U. Please RSVP ahead of time, and make sure to bring your I.D. for entrance to the Ripley-Grier building.&nbsp;</p>"
10567465,PSoc Dual-Specialist Periodontal Symposium,2024-10-19T10:00:00-04:00,2024-10-19T14:00:00-04:00,NYU Interprofessional Building (433 First Ave),ThoughtfulLearning,"['Academic', 'Mentorship & Advising', 'Medical & Health Professions', 'Professional & Career Development', 'Education', 'Professional Networking', 'Leadership']","<p><span style=""font-weight: 400;""><strong>RSVP TO EVENT </strong><a href=""https://docs.google.com/forms/d/e/1FAIpQLSdQ58o6S0Y46jdeHws61MpasmdrS5EcRquCI_SYIWJmFi6p7Q/viewform?usp=share_link"" target=""_blank"" rel=""noopener""><strong>HERE</strong></a></span></p>
<p><span style=""font-weight: 400;"">The Dual-Specialist Periodontal Symposium is a unique and inspiring event that brings together leading periodontists who have chosen to expand their expertise by becoming dual-certified in another dental specialty. This symposium will provide attendees with a rare opportunity to gain insights from professionals who have taken their careers beyond the traditional boundaries of periodontics.</span></p>
<p><span style=""font-weight: 400;"">The symposium will feature a series of concise 20-25 minute presentations by dual-specialist periodontists who are also certified in <em>endodontics, orthodontics, prosthodontics, dental anesthesiology, oral medicine, business administration, dental public health, and organized dentistry</em>. Each speaker will share their personal journey, explaining how and why they chose to pursue dual certification, and how their additional expertise has shaped their approach to patient care, research, and professional growth. Guest speakers may also choose to include clinical cases in their presentations and a short Q&amp;A will conclude the event.&nbsp;</span></p>
<p><strong>The event aims to:</strong></p>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><em><span style=""font-weight: 400;"">Promote Professional Growth:</span></em><span style=""font-weight: 400;""> By exposing attendees to the diverse career paths within periodontics, the symposium seeks to inspire students to explore the full spectrum of opportunities available in the field.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><em><span style=""font-weight: 400;"">Foster Education &amp; Collaboration:</span></em><span style=""font-weight: 400;""> The symposium will encourage interdisciplinary learning and collaboration, highlighting how dual-specialization can enhance patient outcomes and broaden the scope of dental practice.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><em><span style=""font-weight: 400;"">Build a Supportive Community: </span></em><span style=""font-weight: 400;"">The event will serve as a platform for future periodontists to connect with mentors and peers, fostering a supportive environment that encourages professional development and lifelong learning.</span></li>
</ul>
<p><strong>Perks:&nbsp;</strong></p>
<ul>
<li>Complimentary <strong><em>breakfast food &amp; beverage included</em></strong> in the event price</li>
<li>Network with leading professionals, peers, and potential mentors in a supportive community</li>
<li>Exposure to diverse career paths &amp; opportunities through unique insights of dual-specialist periodontists&nbsp;</li>
<li>Explore clinical cases presented by guest speakers</li>
</ul>
<p><strong>Speaker Line-Up:&nbsp;</strong>(*Subject to Change)</p>
<ol>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Perio-Prosth: Dr. Zahra Bagheri - PENDING</span></li>
<li style=""font-weight: 400;"" aria-level=""1"">Perio-Ortho: PENDING</li>
<li style=""font-weight: 400;"" aria-level=""1"">Perio-Endo: Dr. Mike Sabeti</li>
<li style=""font-weight: 400;"" aria-level=""1"">Perio-Anesthesiology: Dr. Charles Neidorff</li>
<li style=""font-weight: 400;"" aria-level=""1"">Perio-Oral Medicine: Dr. Michael Bral</li>
<li style=""font-weight: 400;"" aria-level=""1"">Perio-MBA: Dr. Carlo Ercoli</li>
<li style=""font-weight: 400;"" aria-level=""1"">Perio-MPH: Dr. Stephanie Russell</li>
</ol>
<p><strong>Affordable Registration Fees:</strong></p>
<div><strong>FREE:&nbsp;</strong>NYUCD Residents &amp; Faculty</div>
<div><strong>""Early Bird"" Discount (until Oct 14th):&nbsp;</strong></div>
<div>$7 - NYU DDS Students&nbsp;</div>
<div>$12&nbsp;NYU Pre-Dental &amp; Students from other institutions</div>
<div><strong>Standard Fee (after Oct. 14th):</strong></div>
<div>
<div>$9 - NYU DDS Students&nbsp;</div>
<div>$15 NYU Pre-Dental &amp; Students from other institutions</div>
<div>&nbsp;</div>
<div><strong>PAYMENT INSTRUCTIONS:</strong></div>
<div>1. Visit: <a href=""https://web.dental.nyu.edu/events/clubs/"">https://web.dental.nyu.edu/events/clubs/</a></div>
<div>
<div>2. Enter: CLUB: PERIODONTAL CLUB; MEMO: PSOC SYMPOSIUM, [EARLY BIRD or STANDARD ticket], [NYU DDS or PRE-DENTAL or OTHER]</div>
<div><em>- For example, ""psoc symposium, early bird, nyu dds""</em></div>
<div>3. Complete the google form (at the top of this page).</div>
</div>
</div>
<p><span style=""font-weight: 400;"">Fundamentally, the Dual-Specialist Periodontal Symposium is designed to empower attendees to envision and pursue dynamic and fulfilling careers in periodontics, enriched by the knowledge and skills gained through additional specialization. Contact <span style=""text-decoration: underline;"">nyucd.periosociety@gmail.com</span> for additional information.&nbsp;</span></p>
<p>&nbsp;</p>"
10544835,Urban Birding PT:2 (Fall 2024),2024-10-19T11:00:00-04:00,2024-10-19T14:00:00-04:00,Morningside Park,Social,"['Health & Wellness', 'Animals', 'Community', 'Find Your People', 'Explore NYC']","<p><span style=""font-weight: 400;"">FALL URBAN BIRDING pt.2</span></p>
<p><span style=""font-weight: 400;"">Date: October 19 11:00 - 2:00</span></p>
<p><span style=""font-weight: 400;"">Location: Meet at the lower playground (</span><a href=""https://maps.app.goo.gl/PwqD56xFAzvGK27x5""><span style=""font-weight: 400;"">40.81028741967658, -73.95573572909927</span></a><span style=""font-weight: 400;"">) in Morningside Park</span></p>
<p><span style=""font-weight: 400;"">Lead: Harlan (</span><span style=""font-weight: 400;"">ecw9572@nyu.edu)+Rafael</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">Join us for a bird walk at Morningside park, one of the lesser explored parks but no less incredible! Come see sapsuckers, kinglets, and warblers - straggling migrants who will soon leave NYC for their winter homes. We will meet at 11. Location linked above. This small incredibly urban park is nestled in a part of Harlem with a rich history. Additonally it serves as a vital refuge for the native bird species living at the heart of the concrete jungle, and also as a critical stop over spot for a variety of fall migrants.</span></p>
<p>&nbsp;</p>"
10531549,Mindfulness-Based Vinyasa Yoga with Hunt Parr,2024-10-19T13:00:00-04:00,2024-10-19T14:15:00-04:00,"238 Thompson Street (GCASL), Room 461",Spirituality,['Health & Wellness'],"<p>Using the principles of mindfulness, compassion, and precise attention to detail, these classes will explore dynamic movement and asana, breath work, and meditation. Taught using Hunt's creative approach to sequencing and lots of humor to ground us, expect to surprise yourself, laugh, and sweat.</p>
<p class=""p1"">This hybrid event can be attended in person or via Zoom. See the description for details.</p>"
10596826,Cafe Con Libros Excursion,2024-10-19T13:00:00-04:00,2024-10-19T15:30:00-04:00,Cafe con Libros,Cultural,"['LGBTQ+', 'Race & Ethnicity', 'Community', 'Find Your People', 'Affirm Your Identity']",<p>Join BSB on a visit to an Intersectional Feminist Bookstore!</p>
10537910,NYU ETSA: General Meeting,2024-10-19T14:00:00-04:00,2024-10-19T16:00:00-04:00,Student Technology Center,Social,['General Meeting'],"<p>Join us for a casual general meeting where we&rsquo;ll catch up, chat about what&rsquo;s happening, and focus on building our community! Whether you&rsquo;re interested in tech, looking to learn, or just want to chill and play some games, this is a great chance to relax and connect with fellow students!</p>"
10582393,Queer History Walking Tour,2024-10-19T14:00:00-04:00,2024-10-19T16:00:00-04:00,Outside of Kimmel,Cultural,"['LGBTQ+', 'Gender & Sexuality', 'Community']",<p>Join us for a walking tour around Greenwich Village of historic spots that have shaped queer history. We'll be stopping to get ice cream and bubble tea along the way too!</p>
10434243,NYU ETSA: Game Design with Louis Gaitan,2024-10-19T14:00:00-04:00,2024-10-19T16:00:00-04:00,LaGuardia Student Technology Center,ThoughtfulLearning,"['Creative (Design, Aesthetic)', 'Media (film, tv, music, animation, etc.)']","<p><strong>Join Our 6-Session Unity Game Design Workshop!</strong></p>
<p>Are you ready to dive into the world of game design? This fall, embark on a creative journey with our hands-on Unity workshop series, led by seasoned game developer Luis. Over the course of six sessions in September and November, Luis will teach you the essentials of game design and prototyping using Unity, one of the industry's leading platforms.</p>
<p>In each session, you'll learn step-by-step how to turn your ideas into interactive, playable games &mdash; all with just your laptop. From beginner basics to advanced techniques, this workshop is perfect for both newcomers and those wanting to expand their skill set.</p>
<p><strong>What You'll Need:</strong></p>
<ul>
<li>Your laptop with Unity and Visual Studio pre-installed (download them before the first session using this link)</li>
<li>Game ideas and a passion for creating!</li>
</ul>
<p>Don&rsquo;t miss this opportunity to learn from a pro and connect with fellow game enthusiasts. A more detailed tutorial will be provided after registration to help you get started.</p>
<p>Spaces are limited, so sign up today and start building your dream game!</p>"
10620475,CYC Professional Development Event 1,2024-10-19T15:00:00-04:00,2024-10-19T16:00:00-04:00,Online,ThoughtfulLearning,[],"<article class=""w-full text-token-text-primary focus-visible:outline-2 focus-visible:outline-offset-[-4px]"" dir=""auto"" data-testid=""conversation-turn-6"" data-scroll-anchor=""false"">
<div class=""m-auto text-base py-[18px] px-3 md:px-4 w-full md:px-5 lg:px-4 xl:px-5"">
<div class=""mx-auto flex flex-1 gap-4 text-base md:gap-5 lg:gap-6 md:max-w-3xl lg:max-w-[40rem] xl:max-w-[48rem]"">
<div class=""group/conversation-turn relative flex w-full min-w-0 flex-col"">
<div class=""flex-col gap-1 md:gap-3"">
<div class=""flex max-w-full flex-col flex-grow"">
<div class=""min-h-8 text-message flex w-full flex-col items-end gap-2 whitespace-normal break-words [.text-message+&amp;]:mt-5"" dir=""auto"" data-message-author-role=""user"" data-message-id=""aaa20ab5-1922-4f6c-9bb3-eb8285aa4e60"">
<div class=""flex w-full flex-col gap-1 empty:hidden items-end rtl:items-start"">
<div class=""relative max-w-[70%] rounded-3xl px-5 py-2.5 bg-[#f4f4f4] dark:bg-token-main-surface-secondary"">
<div class=""whitespace-pre-wrap"">The event will focus on equipping members with essential skills for future career. Professional development events include behavioral interview/ casing/ resume workshop as well as guest speaker sessions.</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</article>"
10572944,Club E.A.T. Empanada Food Lab Event,2024-10-19T12:00:00-04:00,2024-10-19T16:30:00-04:00,NYU Food Lab,Social,[],"<p>Join Club E.A.T. in the NYU Food Lab to learn how to make empanadas! All ingredients will be provided, and vegan, vegetarian, and gluten-free options will also be available. Please fill out this <a href=""https://docs.google.com/forms/d/e/1FAIpQLSe3hAr96kImD5Eiw0Jvm7LvLR-N9U4EzgrT3eeV9Uvsx9HUfA/viewform?usp=sf_link"">google form</a> to reserve your spot! (Space is limited, so be sure to sign up soon!)&nbsp;</p>"
10538528,ACF Fall 2024 @ Rutgers University-New Brunswick,2024-10-19T09:00:00-04:00,2024-10-19T17:00:00-04:00,Scott Hall,Social,['Academic'],"<p>A beginner friendly tournament occuring at Rutgers University. To sign up, fill out <a href=""https://docs.google.com/forms/d/1FLDOJQJ1TMnqxPOjwuSWLiGW_4bvbcGYtTPn5ngw2rk/viewform"">this form.</a></p>"
10625349,Central Park Fall Leaves Walk and Picnic,2024-10-19T15:00:00-04:00,2024-10-19T17:00:00-04:00,Starbucks,Social,['Social Mixer'],<p>Join us for a relaxing walk and picnic in Central Park to connect with other members! We will be meeting in front of Starbucks at Columbus circle and walking from there to Sheep Meadow for a picnic. Free food will be provided. We hope to see you there!</p>
10403616,Weekly Breaking Practice,2024-10-19T16:00:00-04:00,2024-10-19T17:00:00-04:00,Kimmel 606,Arts,[],<p>NYU's Breaking Club Weekly Session</p>
10622102,MGSG Sisters-Pilates & Meditation & BOBA,2024-10-19T16:00:00-04:00,2024-10-19T18:00:00-04:00,NYU Global Center for Academic and Spiritual Life Room 475,Social,"['Health & Wellness', 'Community']",<p>We are planning to have a chill Pilates and Meditation session with the MGSG sisters and grab Boba after.</p>
10538507,APDA Tournament Hosted by Brandeis University,2024-10-18T15:00:00-04:00,2024-10-19T21:00:00-04:00,Brandeis University,ThoughtfulLearning,[],<p>APDA Tournament hosted by Brandeis University.&nbsp;</p>
